latitude,longitude,name,type,status,colour
64.14434184249855,-21.939987372024312,Light 110669,Halogen,off,blue
64.09895857015199,-21.937702625028457,Light 184980,Mercury,off,purple
64.13305443987414,-21.771892371218442,Light 115734,Fluorescent,on,pink
64.10787220158237,-21.842772213439524,Light 191590,Mercury,off,red
64.08195469293003,-21.83577788429763,Light 117532,Mercury,off,green
64.14771524066242,-21.848676324556052,Light 191541,Mercury,off,pink
64.10403977804901,-21.823420391273334,Light 135517,LED,on,red
64.13782281554452,-21.895696729234828,Light 112540,Mercury,on,green
64.09770839702134,-21.948482732049186,Light 141373,Halogen,on,purple
64.14505252693387,-21.932638289115665,Light 103144,Mercury,off,blue
64.1475515701051,-21.791180840987384,Light 195293,Halogen,off,purple
64.10455644388274,-21.8903928524725,Light 158084,Mercury,on,red
64.14296820345619,-21.865948853027497,Light 142175,Halogen,on,pink
64.11977564308413,-21.94523444489986,Light 120127,LED,off,blue
64.08552172247846,-21.813640657219764,Light 152082,LED,on,blue
64.14397448009379,-21.818491457517425,Light 146279,LED,off,blue
64.12094688684311,-21.897268598288257,Light 179556,Fluorescent,on,pink
64.1365978957726,-21.776215228638044,Light 121580,Fluorescent,on,green
64.11454607282447,-21.88569504160357,Light 184173,Fluorescent,on,purple
64.11288965024812,-21.878485083847295,Light 110309,Mercury,on,purple
64.14859841646243,-21.859449813537037,Light 180471,LED,off,green
64.12050370393983,-21.824827414307343,Light 153972,LED,off,blue
64.09074926973432,-21.853097142353064,Light 151164,Halogen,on,blue
64.12891600716536,-21.897076743724035,Light 154504,Fluorescent,on,blue
64.10509927357568,-21.927143735573186,Light 152021,Mercury,off,red
64.09468956817291,-21.817197450744604,Light 192609,Halogen,on,green
64.0940470676491,-21.89807950054204,Light 142371,Mercury,off,pink
64.1447257061072,-21.885440240105428,Light 141068,Fluorescent,on,green
64.12790271836438,-21.791267272200166,Light 151350,LED,off,blue
64.13983620963837,-21.80220059491813,Light 146114,Halogen,off,blue
64.0916151902086,-21.9423576378464,Light 147386,Fluorescent,on,pink
64.12653231997085,-21.9075623354033,Light 105404,Halogen,on,red
64.1131691256858,-21.92720906482312,Light 187568,Fluorescent,off,green
64.118975165949,-21.836498388778015,Light 149300,LED,on,green
64.1137076688556,-21.89838242349632,Light 129164,Halogen,off,purple
64.14287177501251,-21.901940485919496,Light 186441,Fluorescent,off,purple
64.10878346416808,-21.917556541718493,Light 188129,Mercury,on,pink
64.11767649727057,-21.913485216205906,Light 106655,Mercury,on,pink
64.09973492920776,-21.798562772888335,Light 175657,Halogen,off,pink
64.13881408256022,-21.873276824943005,Light 131840,Mercury,on,green
64.1253191505591,-21.836160437239585,Light 143049,Mercury,on,blue
64.12269353869041,-21.894942522117518,Light 106628,LED,on,blue
64.08536999419444,-21.891078479383133,Light 140394,LED,on,blue
64.08096967118279,-21.82092433476383,Light 143518,Halogen,off,green
64.13734870086878,-21.901425343578964,Light 127458,Fluorescent,off,purple
64.11243905907895,-21.876841947243907,Light 165089,Mercury,on,red
64.09029513179377,-21.77098403868698,Light 167189,Halogen,on,green
64.1446045064564,-21.77113104501125,Light 109916,Halogen,off,purple
64.13992615599462,-21.87847154646919,Light 124620,LED,on,pink
64.11220659559197,-21.922733125000974,Light 190934,LED,off,blue
64.0994305295005,-21.922172620282378,Light 186184,Halogen,on,red
64.09349885189809,-21.942020426715462,Light 154225,LED,on,blue
64.09981639872068,-21.878195411370882,Light 194224,Mercury,off,purple
64.093601417067,-21.92487026940403,Light 162289,LED,off,blue
64.13591586032067,-21.77509063961904,Light 190228,LED,off,pink
64.09006917355302,-21.884868457891745,Light 166717,Halogen,on,pink
64.09148890673882,-21.8898896917814,Light 150114,Halogen,off,purple
64.11360965727242,-21.947577344602568,Light 153207,Mercury,off,blue
64.10147329047777,-21.93620797771109,Light 102927,LED,off,pink
64.12626288920528,-21.790567962870647,Light 126146,Fluorescent,on,red
64.11273534060241,-21.89388018094335,Light 111269,Mercury,off,red
64.14556869902053,-21.867069201104417,Light 167003,LED,off,blue
64.10812357918392,-21.86254057587225,Light 124863,Mercury,off,purple
64.10510453659886,-21.8488533598713,Light 185348,LED,on,pink
64.13065965858713,-21.78283633268883,Light 183861,Halogen,on,red
64.1363683635021,-21.871223491899734,Light 196570,Mercury,on,purple
64.14946224811456,-21.835077482752823,Light 106549,Fluorescent,off,green
64.12074429707967,-21.771292748119322,Light 158741,Fluorescent,on,green
64.10657055738739,-21.824747800550025,Light 108371,Mercury,on,green
64.10303732940936,-21.93029479872229,Light 126178,Fluorescent,off,pink
64.13490542896542,-21.884021049780696,Light 103463,Mercury,on,green
64.13369354261366,-21.871199562064565,Light 142677,Halogen,on,red
64.13533920124635,-21.78366728404709,Light 158729,Mercury,on,blue
64.11693178444168,-21.856397838442728,Light 180461,Mercury,on,green
64.10114240121898,-21.785643195491094,Light 166874,Fluorescent,off,red
64.12228892018842,-21.794490181962146,Light 121089,Halogen,off,green
64.09677803402987,-21.93027810199833,Light 162919,Fluorescent,on,green
64.08166136888431,-21.880776928953985,Light 111321,Mercury,off,pink
64.13701242986784,-21.946298213366447,Light 138569,Fluorescent,off,green
64.11979021455384,-21.868881072138525,Light 193716,LED,on,green
64.08803233918917,-21.85152739854427,Light 181750,LED,off,purple
64.10961260796336,-21.873319275362192,Light 155090,Fluorescent,on,blue
64.09002815779482,-21.875197301205606,Light 191443,LED,on,red
64.09120232650778,-21.78278849085018,Light 145722,Mercury,on,pink
64.10513770036923,-21.80096072915547,Light 132857,LED,on,red
64.12445249951696,-21.853815885526487,Light 183608,Mercury,off,green
64.08792446311938,-21.913929409772283,Light 108453,LED,on,green
64.12805807618966,-21.786336607163122,Light 124207,Fluorescent,on,green
64.13187195478659,-21.779853037799967,Light 113261,Fluorescent,off,pink
64.08540041004997,-21.868310348336667,Light 105207,LED,on,blue
64.12479298787629,-21.925941044984967,Light 110933,Fluorescent,off,green
64.145168265677,-21.920282848110322,Light 166486,Halogen,off,purple
64.13570809083144,-21.816232781149232,Light 139174,Halogen,on,purple
64.10238647475539,-21.772634363503126,Light 168248,Halogen,on,green
64.12496611865828,-21.823378265615595,Light 131316,Fluorescent,on,blue
64.09859835534158,-21.816826729743557,Light 186994,Mercury,off,blue
64.11527916089014,-21.925168424015208,Light 120553,LED,on,purple
64.09498825476895,-21.816372904565146,Light 160359,LED,on,pink
64.08064942545518,-21.862075527835778,Light 165666,Halogen,off,pink
64.09518518198033,-21.930787900095087,Light 193108,Fluorescent,off,purple
64.13365179297743,-21.88985391780642,Light 125981,Halogen,off,blue
64.14949561288171,-21.815695511900362,Light 153373,Mercury,off,pink
64.08664722164467,-21.914775197498557,Light 101957,LED,on,purple
64.1211394803997,-21.803865600532767,Light 111905,Mercury,on,purple
64.14458961578978,-21.823616333913897,Light 185267,Halogen,off,pink
64.11037276671165,-21.9404961139928,Light 195909,LED,on,red
64.13381926675905,-21.82785419890205,Light 128780,Mercury,on,blue
64.10059326649451,-21.84305632069943,Light 128722,LED,off,purple
64.11792083093108,-21.919646244511437,Light 199064,LED,on,purple
64.08475582023294,-21.91830998611448,Light 183472,Fluorescent,on,purple
64.1168844861746,-21.873833780611765,Light 144822,Fluorescent,off,green
64.09209425251136,-21.808869481318435,Light 131610,LED,off,green
64.10270704653861,-21.852464197939327,Light 175842,Halogen,off,blue
64.14763794880864,-21.840852030739192,Light 153500,LED,on,green
64.13167650504552,-21.777123268306124,Light 125955,LED,on,green
64.1384347327532,-21.8917203800587,Light 197639,Fluorescent,on,blue
64.08682361390333,-21.784044825809076,Light 177862,Halogen,on,purple
64.146495424126,-21.78323259423142,Light 197844,Fluorescent,on,pink
64.11330195299026,-21.899211948013672,Light 161154,Mercury,on,green
64.13313796976283,-21.939948349336383,Light 129130,Mercury,on,red
64.09448052141946,-21.830940551415615,Light 150838,Fluorescent,on,green
64.13589451681686,-21.81285425113163,Light 155880,LED,off,blue
64.13617228797479,-21.9179075987555,Light 170393,Fluorescent,on,green
64.11800041483235,-21.853616093682618,Light 169170,LED,on,pink
64.14977701027038,-21.778558424780915,Light 182712,LED,off,pink
64.0932961142923,-21.937342143745408,Light 168386,Halogen,off,purple
64.09302721299044,-21.887475026353275,Light 100393,Fluorescent,off,pink
64.10428812461542,-21.831850328400787,Light 146214,Fluorescent,off,green
64.08075675478155,-21.90675929657771,Light 174521,Halogen,off,pink
64.11024814174733,-21.902941355829974,Light 184046,LED,off,purple
64.09354766226292,-21.826976907718784,Light 178761,Halogen,on,purple
64.10450846117148,-21.7831461829252,Light 140448,Fluorescent,off,green
64.11176683626037,-21.914339637938753,Light 102987,Fluorescent,on,pink
64.1293243175525,-21.94691753629395,Light 197384,Halogen,off,pink
64.1170320006859,-21.856606637885005,Light 189857,LED,off,purple
64.08924683879427,-21.80499867157694,Light 152610,LED,on,red
64.1095740437282,-21.88892159316368,Light 130195,Mercury,on,green
64.14981666464668,-21.880445504499946,Light 194093,Fluorescent,off,green
64.08000953916935,-21.80681198914848,Light 133589,LED,on,pink
64.12836374067375,-21.944493681612045,Light 188714,Fluorescent,off,pink
64.0824689886723,-21.81045181318019,Light 153311,LED,off,red
64.08248994190049,-21.817353586223675,Light 177089,Mercury,on,red
64.10976891948172,-21.902004917797857,Light 166019,Halogen,on,red
64.0858396726471,-21.814658361883588,Light 194787,Fluorescent,on,pink
64.14588989928978,-21.82017536492668,Light 125639,LED,off,blue
64.11325573084194,-21.862604826139847,Light 104671,LED,on,purple
64.13640771838254,-21.879210728450346,Light 173999,Halogen,on,red
64.09130768127027,-21.802435474933908,Light 183862,Mercury,on,blue
64.11136637640482,-21.87698546783955,Light 104589,Halogen,on,green
64.11663462154534,-21.901532039140964,Light 196453,Fluorescent,on,red
64.10751974829229,-21.80047556659424,Light 134886,Halogen,off,green
64.09940076852351,-21.780102384945188,Light 102957,Mercury,on,green
64.10730224833524,-21.804483314037714,Light 132962,LED,off,pink
64.11337560126458,-21.8718644038681,Light 153522,Fluorescent,off,green
64.11360638219139,-21.88631944297341,Light 185365,LED,off,green
64.08571943699093,-21.828197421762667,Light 175056,Mercury,off,pink
64.0911733181676,-21.80462842141406,Light 160736,Mercury,off,green
64.14087082136412,-21.788336856785723,Light 117760,Fluorescent,on,pink
64.12825013035209,-21.91205932906518,Light 146041,Halogen,on,red
64.13698917908849,-21.86027825637589,Light 172672,Mercury,off,pink
64.09829451073755,-21.787794165424078,Light 114102,LED,off,pink
64.08237077782707,-21.89955709432727,Light 150138,Mercury,on,pink
64.14392173408126,-21.869319932426325,Light 126302,Mercury,off,purple
64.10162727134757,-21.89549351928415,Light 127390,LED,off,purple
64.08567803677113,-21.895490643381194,Light 151802,Halogen,off,blue
64.11321861996115,-21.777563171289994,Light 154205,Halogen,off,red
64.0960869823126,-21.82883081167931,Light 177164,Mercury,on,pink
64.10256488538495,-21.879215666187637,Light 178975,Fluorescent,off,pink
64.14216244501188,-21.820103863822585,Light 138387,Mercury,on,blue
64.08489879381963,-21.82786950065538,Light 126632,Fluorescent,on,purple
64.11798881984865,-21.893708973914205,Light 174889,Halogen,off,green
64.1308764586497,-21.905149321801957,Light 124811,Mercury,on,purple
64.11812367247049,-21.87831859700662,Light 163564,Fluorescent,off,green
64.12440834559268,-21.9406842861894,Light 183640,Mercury,off,red
64.14131986172269,-21.78295280012475,Light 109977,Mercury,on,blue
64.11147652951392,-21.902346881837477,Light 156887,Mercury,on,green
64.10348495215244,-21.87656552804894,Light 104473,Fluorescent,on,red
64.10088873458416,-21.827289322121977,Light 169019,Fluorescent,on,blue
64.10065813562274,-21.86492316139727,Light 136160,LED,on,purple
64.13656672706215,-21.808499501784237,Light 154071,Fluorescent,on,green
64.12570261739833,-21.918198058311436,Light 163868,Halogen,off,purple
64.13826863582557,-21.811580166433004,Light 150982,Halogen,off,green
64.08711746193856,-21.784501034126905,Light 135850,Mercury,on,pink
64.14619721774464,-21.906438570366067,Light 171880,Halogen,on,blue
64.14180822630335,-21.899673392683756,Light 162521,LED,off,pink
64.12985142928478,-21.79280769127407,Light 111799,Fluorescent,on,blue
64.11594473617821,-21.81610463002062,Light 180736,LED,off,blue
64.10114894320783,-21.77590329140961,Light 121057,LED,on,purple
64.10942566255649,-21.921049301675332,Light 104477,Halogen,on,red
64.08246869143385,-21.93651661167285,Light 134989,LED,off,green
64.12539578766251,-21.78858314331489,Light 166067,LED,off,pink
64.11789715276193,-21.841098599084063,Light 122863,Fluorescent,off,green
64.09160109962484,-21.92535021962845,Light 183258,Fluorescent,on,green
64.12534968887152,-21.900376983134656,Light 170790,LED,off,blue
64.11874006567916,-21.948328020445448,Light 120486,Mercury,off,blue
64.08746949926916,-21.944404227358127,Light 175855,Mercury,on,green
64.09897483565382,-21.829548163930465,Light 122704,Halogen,on,purple
64.10130188997678,-21.851735281503288,Light 116177,Halogen,on,pink
64.08612052001739,-21.803931731007662,Light 110820,LED,off,blue
64.08410065855664,-21.936015855704394,Light 186393,Halogen,off,red
64.11258265344208,-21.884907813125697,Light 188829,LED,off,red
64.120556658033,-21.801709856665664,Light 111925,Halogen,off,red
64.14936179387188,-21.92795806995309,Light 151679,LED,on,blue
64.10849129836141,-21.873281518525616,Light 164337,LED,off,purple
64.12775243217507,-21.891393232387486,Light 199975,LED,on,blue
64.09428051400714,-21.89768019435189,Light 133822,Mercury,on,red
64.08363178310026,-21.933698796099517,Light 152356,Halogen,off,green
64.10400662554753,-21.85584486986602,Light 107505,Mercury,off,pink
64.14598599522435,-21.814191915886894,Light 149494,Halogen,off,purple
64.1376882917313,-21.81947908910036,Light 114621,Mercury,off,green
64.12107763835274,-21.90209407204309,Light 129069,Mercury,off,red
64.10574113787149,-21.800395751291934,Light 144810,Fluorescent,on,pink
64.13645844993414,-21.865802232294755,Light 172346,Halogen,off,green
64.08691350838043,-21.92809901554394,Light 157574,Mercury,off,purple
64.1100544585946,-21.875505739960158,Light 182927,Fluorescent,on,green
64.14269765058795,-21.865228110876906,Light 179546,Mercury,on,red
64.11038713506179,-21.879575108263438,Light 151482,LED,on,pink
64.14082248793288,-21.898503032543164,Light 141255,Mercury,on,green
64.13289639637054,-21.776212896313783,Light 111435,Fluorescent,off,purple
64.13203469611766,-21.873366869132926,Light 180872,Halogen,on,purple
64.08187101472865,-21.781464677328703,Light 174610,Halogen,on,purple
64.13265784875597,-21.86328810229613,Light 138411,Halogen,off,blue
64.08975046907727,-21.900566969209653,Light 147727,LED,on,pink
64.0958064544601,-21.94758763096818,Light 103730,Mercury,off,pink
64.09320963364515,-21.93834289994577,Light 117690,Mercury,on,blue
64.08228722625658,-21.804407330213163,Light 119091,Halogen,on,purple
64.13919049534155,-21.84491665846652,Light 172229,Fluorescent,off,pink
64.11466052875427,-21.912197218775923,Light 188587,Mercury,on,green
64.08486063743183,-21.80531109190173,Light 166028,Fluorescent,off,blue
64.09443518640502,-21.84464782229494,Light 132326,Mercury,on,blue
64.12736539838974,-21.79425606802368,Light 167601,Halogen,off,green
64.09961752238989,-21.93335991317384,Light 168629,Fluorescent,on,red
64.10465692845757,-21.777103519903086,Light 127833,Fluorescent,on,red
64.13386783633615,-21.786060374575914,Light 139065,LED,off,green
64.12955975548525,-21.77900535376967,Light 125494,Halogen,off,purple
64.12002801515405,-21.783677675721957,Light 103248,Fluorescent,off,purple
64.08446181491166,-21.81554207200312,Light 145948,Halogen,off,pink
64.11621970610635,-21.770614105998185,Light 109224,Fluorescent,off,red
64.12316905926365,-21.795472248216118,Light 190773,Fluorescent,off,pink
64.09810803928283,-21.896638875313638,Light 196086,Halogen,off,blue
64.12565730720584,-21.91144170783586,Light 178076,LED,off,blue
64.1335525646753,-21.894095820518267,Light 144700,Fluorescent,off,green
64.13371261140011,-21.777352678558778,Light 199337,Halogen,on,pink
64.1023880473277,-21.78702805404405,Light 183721,Fluorescent,on,purple
64.12621350066628,-21.943786572228863,Light 174617,Fluorescent,off,blue
64.09176057738212,-21.946792714922037,Light 106656,Fluorescent,on,purple
64.14591923310877,-21.82765142037618,Light 173960,LED,on,red
64.10653716977724,-21.899517813016207,Light 129577,Fluorescent,off,purple
64.08327257218168,-21.777924576899547,Light 182735,Halogen,on,green
64.09748908306486,-21.94369695685958,Light 170771,LED,off,purple
64.1318337881597,-21.92466325827771,Light 135661,Mercury,off,red
64.09960128013135,-21.805472857643426,Light 120710,Mercury,on,blue
64.11041607557087,-21.947794557834808,Light 122389,LED,off,pink
64.091811870967,-21.831676995655663,Light 121166,Mercury,on,pink
64.14542018409418,-21.862299472197243,Light 156226,LED,on,purple
64.1322700918224,-21.855601712190342,Light 131379,Fluorescent,on,green
64.08099614231101,-21.90894064023187,Light 171718,LED,off,green
64.11657971481401,-21.892497074154594,Light 109396,LED,off,green
64.12577177472976,-21.877460070946267,Light 108344,Halogen,on,red
64.13624775462297,-21.938409628353668,Light 167361,LED,off,green
64.09211283094618,-21.82709791606316,Light 130043,Mercury,on,blue
64.08135985089825,-21.846147640836456,Light 196916,Mercury,off,blue
64.10541441546412,-21.8066452302619,Light 150689,Mercury,on,pink
64.0967096477978,-21.894723642436183,Light 139822,LED,off,purple
64.14141774697926,-21.94683108810418,Light 137211,Mercury,on,red
64.09410070597396,-21.812278845998406,Light 164991,Mercury,on,purple
64.11459434805408,-21.931299039131783,Light 120080,Halogen,on,blue
64.12299183236982,-21.864055470326168,Light 199039,LED,on,green
64.14745024542287,-21.816946639206098,Light 130421,Fluorescent,off,green
64.14979626535391,-21.822478543987597,Light 103746,Halogen,off,purple
64.1175675381323,-21.841334823706994,Light 166464,LED,off,purple
64.11752629261582,-21.86266897796991,Light 156914,Mercury,off,red
64.09973427534919,-21.93450936287867,Light 151922,Mercury,off,red
64.10776565213708,-21.93780153305051,Light 138248,Halogen,on,pink
64.111320285446,-21.776209371318725,Light 129713,Mercury,off,purple
64.09061145494987,-21.882091401148138,Light 108255,LED,off,blue
64.11487968052529,-21.90236988699843,Light 143375,Mercury,off,blue
64.09427916811626,-21.831879229455634,Light 159378,Fluorescent,off,blue
64.08166003167133,-21.942577006967163,Light 151946,Fluorescent,off,green
64.13773444171056,-21.84186684917632,Light 164646,Mercury,off,blue
64.08052137317135,-21.875677798583894,Light 192601,Fluorescent,on,blue
64.09476874895307,-21.909837667638133,Light 173764,Halogen,off,blue
64.13385923070096,-21.815563391151457,Light 106478,Mercury,on,blue
64.10648997482281,-21.831000927437568,Light 141628,LED,off,pink
64.11371925424584,-21.875213738291762,Light 132837,LED,off,red
64.14283644787749,-21.774757813917784,Light 160219,LED,off,pink
64.14072443894122,-21.917561409898784,Light 158883,Fluorescent,off,pink
64.09444306478026,-21.93383609676705,Light 159305,Halogen,off,green
64.11903952090051,-21.808284220706344,Light 179733,Mercury,on,pink
64.11928138618372,-21.882807080928732,Light 188928,Mercury,on,green
64.09382072740107,-21.868093612289105,Light 194393,Mercury,on,blue
64.10843759700481,-21.939309687911695,Light 127711,Halogen,on,red
64.10222463409904,-21.885131048813573,Light 148700,Mercury,on,blue
64.08958358515991,-21.93771556067181,Light 159914,Fluorescent,on,purple
64.12706166387257,-21.836915768150806,Light 177950,Mercury,on,purple
64.13854644065965,-21.832140808526024,Light 146906,LED,off,purple
64.12812015966162,-21.88492543160058,Light 189246,Mercury,off,blue
64.14563196864972,-21.775969435173447,Light 199822,Fluorescent,off,blue
64.090455114557,-21.875486061633573,Light 180782,Halogen,on,pink
64.10641576269268,-21.78950939957056,Light 132113,Halogen,on,green
64.08204610507806,-21.857171405479733,Light 128064,Fluorescent,off,purple
64.09411903443657,-21.88998858628047,Light 156087,LED,off,blue
64.12369903448682,-21.871386967928622,Light 133103,Mercury,off,red
64.10054822489282,-21.794470441085267,Light 134923,Mercury,on,pink
64.09093741703106,-21.81139550692867,Light 164494,Mercury,off,red
64.13136106689106,-21.94877893199448,Light 144508,Fluorescent,off,purple
64.10544873139867,-21.946658012152128,Light 181580,Halogen,off,purple
64.10007666964643,-21.803346209419594,Light 170748,Fluorescent,on,purple
64.09430176158382,-21.848439732150705,Light 165869,Fluorescent,off,red
64.14088339829019,-21.777264441341515,Light 162836,Fluorescent,off,pink
64.14713396637198,-21.86034208764537,Light 132330,LED,on,green
64.13685394603435,-21.859257309978396,Light 156804,Mercury,on,purple
64.11621880305685,-21.87504951154927,Light 185948,Fluorescent,off,blue
64.12025635340987,-21.778288374472044,Light 113705,Fluorescent,on,blue
64.11801410726845,-21.871921205455397,Light 176980,Halogen,on,green
64.1008424775057,-21.83667932778553,Light 197448,Halogen,on,blue
64.13240611625069,-21.812344872858336,Light 135019,LED,on,pink
64.08415598364293,-21.782968403227002,Light 120575,Halogen,off,red
64.11875893427157,-21.866073821712646,Light 145044,LED,off,blue
64.14848118971584,-21.834492147947095,Light 145775,Fluorescent,on,purple
64.12901260028887,-21.89044634884851,Light 186415,Fluorescent,off,purple
64.12583738745911,-21.87438640445959,Light 115234,Mercury,off,pink
64.10821752867801,-21.947240219183794,Light 145339,Halogen,on,purple
64.13880131233495,-21.817772596469915,Light 145417,Halogen,on,blue
64.08562770005744,-21.828129017447633,Light 185088,Mercury,on,pink
64.12565293356654,-21.87165940007007,Light 135645,Mercury,on,green
64.14538820872335,-21.857335553676972,Light 192845,Halogen,on,blue
64.14232745126249,-21.890482194726754,Light 108687,LED,on,purple
64.11710448808492,-21.917696953103967,Light 188776,Mercury,off,red
64.12008299252619,-21.922862892609643,Light 183330,Mercury,off,pink
64.12134672564173,-21.833859129012012,Light 138156,Fluorescent,on,pink
64.11821117740561,-21.820211574579254,Light 160441,LED,off,red
64.10818090119524,-21.809387133199735,Light 147770,Fluorescent,on,purple
64.11589728565099,-21.935156775674145,Light 158091,Fluorescent,on,purple
64.1199154638086,-21.81646336156497,Light 115949,Mercury,off,pink
64.10843821548023,-21.851867624440903,Light 184041,LED,off,purple
64.10498495745611,-21.906121599208866,Light 117706,LED,off,purple
64.14377825792407,-21.86369901645424,Light 109321,Mercury,off,pink
64.13546912278973,-21.894279251059196,Light 138949,LED,on,pink
64.1286800173858,-21.9211033322357,Light 133017,Fluorescent,off,purple
64.14944468619257,-21.865829526671593,Light 125280,Mercury,off,green
64.11684279569388,-21.784110365433705,Light 128540,Halogen,on,blue
64.13238523042855,-21.891479734957247,Light 158160,Mercury,off,green
64.10324505925132,-21.896223151288144,Light 104807,Mercury,on,blue
64.11441612845532,-21.865003155524576,Light 153902,Mercury,on,red
64.10880595918705,-21.7813985847342,Light 186590,Halogen,off,blue
64.1191053343683,-21.827910350563023,Light 167284,LED,on,red
64.10794888670847,-21.927084293297746,Light 161956,LED,off,red
64.09813504654193,-21.866654662759327,Light 135808,LED,off,purple
64.14037298057067,-21.79121525261129,Light 107111,LED,on,blue
64.10705369475623,-21.827679322634047,Light 141904,Halogen,off,pink
64.1265484063193,-21.77642981260925,Light 162984,Halogen,on,green
64.10100783485872,-21.911966794381428,Light 158664,LED,off,purple
64.13978219244812,-21.82176080892517,Light 138177,Halogen,on,pink
64.12249177738056,-21.838112409556206,Light 127494,Mercury,on,purple
64.11947750529853,-21.946062765574073,Light 139802,Fluorescent,off,green
64.10638459361559,-21.864954796934775,Light 111891,Halogen,off,green
64.09790645382851,-21.80365429149892,Light 176065,Fluorescent,on,purple
64.09673406827484,-21.939472688851637,Light 139625,Mercury,off,red
64.08878852923267,-21.946692494466532,Light 115084,Halogen,off,purple
64.14572143713514,-21.895419961358467,Light 103264,Fluorescent,off,purple
64.14462345311671,-21.91684238213191,Light 153270,Fluorescent,on,green
64.14404144237339,-21.817364439001377,Light 122153,Mercury,off,blue
64.1098274246979,-21.882010806285525,Light 193551,LED,off,pink
64.11351947251548,-21.836244759797403,Light 192589,Fluorescent,on,blue
64.138664781038,-21.93626810059691,Light 188878,Mercury,off,red
64.11989696270994,-21.937386471132424,Light 134071,Mercury,off,pink
64.10734721499645,-21.796000676929946,Light 104048,Fluorescent,on,purple
64.1469674697872,-21.863819956276735,Light 138389,LED,off,purple
64.14794326727105,-21.84701212602022,Light 189400,Halogen,on,red
64.09147531616615,-21.789149187025412,Light 159164,Mercury,on,green
64.08513163503208,-21.7910048140662,Light 123940,Halogen,off,green
64.12166043886995,-21.824392409390306,Light 100536,Fluorescent,on,red
64.1386384305007,-21.865354612824092,Light 106873,Fluorescent,off,purple
64.13809176437397,-21.808348060442466,Light 173573,Mercury,off,green
64.10202638592892,-21.923329086894295,Light 103407,Mercury,on,red
64.11969649210089,-21.851350044325354,Light 138073,Mercury,on,pink
64.12555854961732,-21.879100820008855,Light 168027,Halogen,on,blue
64.10650889611544,-21.803274736655915,Light 151771,Mercury,on,blue
64.11084759294465,-21.805253524284957,Light 113290,LED,off,red
64.08923199498736,-21.785233619715594,Light 127903,Halogen,off,red
64.13930501862431,-21.900202312282545,Light 152339,LED,on,blue
64.1383643000883,-21.821480337659008,Light 129951,Halogen,on,green
64.13074370974721,-21.81211018057493,Light 151786,Halogen,off,pink
64.13151283323013,-21.918396241559947,Light 189668,Fluorescent,off,red
64.08885984645953,-21.783896921536844,Light 198341,Fluorescent,off,pink
64.14114000831087,-21.949984520168194,Light 146724,LED,on,purple
64.10567448287928,-21.791631934156886,Light 189869,Halogen,off,red
64.11331686931442,-21.799739690172228,Light 156146,LED,off,purple
64.14092906754513,-21.82755777663942,Light 110643,Halogen,off,green
64.0967379909214,-21.857547218741882,Light 150774,Halogen,off,pink
64.12679372400915,-21.856356313114627,Light 197837,Mercury,on,blue
64.10700398504514,-21.83122366965349,Light 149298,Mercury,off,purple
64.12874919442301,-21.934637660809226,Light 199153,Mercury,off,green
64.11121030958795,-21.84217388656707,Light 151643,LED,on,green
64.09481734997317,-21.87474963932087,Light 171646,LED,on,blue
64.11294621197638,-21.914816290945502,Light 190067,Fluorescent,on,blue
64.11979424982297,-21.821144985878217,Light 198682,Fluorescent,on,pink
64.08094242661657,-21.941590299597415,Light 180060,LED,off,red
64.08410447631265,-21.903042332013833,Light 107149,LED,on,blue
64.11465611449174,-21.93058919960429,Light 197848,Mercury,on,pink
64.11349257556694,-21.89961244806133,Light 151284,Halogen,off,purple
64.13162828590681,-21.817182122717792,Light 138070,Mercury,on,blue
64.09714374079692,-21.772113471366826,Light 176653,LED,off,purple
64.11196428830006,-21.840092893933708,Light 179775,Fluorescent,on,green
64.1157820994784,-21.89190780927478,Light 183966,LED,on,blue
64.1313158108083,-21.92238531170826,Light 145869,Fluorescent,off,purple
64.13693751534066,-21.878883784434038,Light 114186,Halogen,on,red
64.12774985739267,-21.79694892071474,Light 150242,Halogen,off,blue
64.10383354511545,-21.948458741538545,Light 188365,Fluorescent,off,pink
64.09003502894885,-21.773253333608288,Light 144419,LED,off,green
64.11692429749444,-21.82642315486035,Light 106890,Mercury,on,green
64.08490629705699,-21.786914811048106,Light 182837,LED,off,blue
64.09661937320678,-21.805404040097635,Light 193706,Mercury,on,pink
64.12680779453233,-21.845772410411854,Light 139758,Fluorescent,on,pink
64.1024490220046,-21.858317557027167,Light 135474,Halogen,off,red
64.14399276245443,-21.891120547590607,Light 103561,Fluorescent,off,red
64.09274774066006,-21.887305096368422,Light 119634,Fluorescent,on,red
64.10761538834635,-21.895952503023256,Light 188138,Mercury,off,blue
64.08006033294514,-21.785104034967464,Light 187595,Mercury,on,pink
64.13485649945879,-21.903600571704768,Light 168885,Fluorescent,off,green
64.14083825608981,-21.936611793564385,Light 125710,LED,on,blue
64.12852758627606,-21.79829528198968,Light 142905,LED,off,blue
64.12253059817863,-21.888071334234198,Light 114331,LED,off,pink
64.12691183924298,-21.89505556425669,Light 169429,Mercury,off,green
64.09477943675311,-21.845217353271266,Light 187274,Halogen,off,pink
64.0987333085635,-21.891419380684656,Light 160071,Halogen,off,pink
64.135938010489,-21.773950313443997,Light 106266,LED,on,pink
64.12678698584874,-21.79234669684801,Light 153723,Mercury,on,blue
